Gene_acc,Gene_id,logFC,logCPM,log_PValue,Desc
2720,KS17gene_3132a,-0.21712182,4.658352455,5.674853058,none
2721,Tb927.8.3360,0.261644477,4.374726082,5.664395636,hypothetical protein  conserved
2722,Tb927.5.1870,0.14974644,6.938607901,5.660777271,Fidgetin  putative
2723,Tb927.6.5130,-0.18110519,5.693429768,5.656381775,60S acidic ribosomal protein P2  putative
2724,Tb927.7.5210,-0.151173375,8.095618802,5.655009295,Putative Phosphatase/Protein of unknown function DUF89  putative
2725,Tb927.7.2230,-0.195958645,5.348783881,5.654535845,mitochondrial carrier protein  putative
2726,Tb11.v5.0384,-0.18621799,5.602719993,5.652917172,glycerol-3-phosphate dehydrogenase (FAD-dependent) putative
2727,Tb927.11.10860,-0.166618465,5.737117436,5.647597591,20S-pre-rRNA D-site endonuclease NOB1
2728,Tb927.9.4360,0.199846528,5.619146472,5.647735382,RNA-editing ligase 1  mitochondrial
2729,Tb927.7.6270,-0.222095712,5.686239561,5.647425407,peptidase t  putative
2730,Tb10.NT.103,-0.252262436,4.925784011,5.645559663,Noncoding RNA  putative
2731,Tb927.11.2580,-0.208275963,5.089101163,5.644952319,Present in the outer mitochondrial membrane proteome 11
2732,Tb927.6.170,0.171110358,6.475336872,5.644300116,receptor-type adenylate cyclase GRESAG 4  putative
2733,Tb927.11.980,0.135498017,8.214399557,5.636660456,Nucleoporin NUP158
2734,Tb927.7.2940,-0.173589968,7.142627057,5.635989464,histone H2A  putative
2735,KS17gene_4515a,-0.239623475,5.765566514,5.634236266,none
2736,KS17gene_3801a,0.460980357,2.761057706,5.627676389,none
2737,Tb11.NT.84,-0.391595171,2.865961602,5.625519303,Noncoding RNA  putative
2738,Tb427VSG-6898,-0.610086842,1.422222567,5.622432517,none
2739,Tb927.6.280,0.212631939,4.70426644,5.62256626,receptor-type adenylate cyclase GRESAG 4  putative
2740,Tb927.9.14120,0.20190073,5.213988521,5.622262768,NLI interacting factor-like phosphatase  putative
2741,KS17gene_2836a,0.366421629,4.086345146,5.621483434,none
2742,Tb927.8.7710,0.171360303,6.316970158,5.616746692,hypothetical protein  conserved
2743,KS17gene_2300a,0.230429285,5.463502332,5.611617311,none
2744,TRY.97,-0.32784688,3.450227541,5.605185148,none
2745,KS17gene_3708a,0.346636492,3.187400453,5.605303714,none
2746,Tb11.v5.0199,-0.153208166,9.032850781,5.603759589,universal minicircle sequence binding protein  putative
2747,Tb927.9.11540,0.132170967,8.597358623,5.601231371,hypothetical protein  conserved
2748,Tb927.1.4160,0.202548265,5.674054711,5.600198001,hypothetical protein  conserved
2749,Tb927.11.6830,0.159800944,6.947445629,5.598226311,Domain of unknown function(DUF2779)  putative
2750,Tb927.7.6070,-0.161477422,6.857995685,5.595183031,receptor-type adenylate cyclase GRESAG 4  putative
2751,TRY.61,-0.34980339,3.7738447,5.593685714,none
2752,Tb927.8.6490,-0.313387972,4.136637699,5.593069767,Basal body protein
2753,KS17gene_5828a,-0.178001855,5.728496735,5.589199275,none
2754,Tb927.10.15310,-0.166748719,6.147960173,5.588885559,hypothetical protein  conserved
2755,TRY.268,-0.304984219,3.658394373,5.588274295,none
2756,Tb927.5.4380,-0.153865477,6.807249312,5.587016391,Kinetoplastid-specific Protein Phosphatase 1
2757,TRY.679,-0.178802005,6.110514313,5.582784531,none
2758,Tb927.10.11550,-0.16275844,5.769463914,5.582081182,hypothetical protein  conserved
2759,Tb927.9.9840,-0.168336783,5.714274502,5.581493564,lipoic acid containing carrier protein  putative
2760,TRY.841,-0.27534948,4.211118028,5.575502622,none
2761,Tb927.9.2490,0.169969273,6.911863819,5.575537404,nucleolar protein
2762,Tb927.5.3550,-0.20433157,6.175732113,5.570522168,hypothetical protein  conserved
2763,Tb927.11.10250,0.260898844,4.256657109,5.568492861,hypothetical protein  conserved
2764,TRY.684,0.248511525,4.625196609,5.566739202,none
2765,Tb927.10.3100,0.170006485,5.797360797,5.562798253,glycerol-3-phosphate acyltransferase  putative
2766,Tb927.9.8370,0.160538989,5.894672022,5.562421358,hypothetical protein  conserved
2767,KS17gene_7654a,-0.152425473,6.767003319,5.555603157,none
2768,KS17gene_6609a,0.412718318,2.969392864,5.553578657,none
2769,Tb927.3.3370,0.184493087,5.676810434,5.549310322,hypothetical protein  conserved
2770,Tb11.v5.0480,-0.168590148,5.57822877,5.546840865,DNA-directed RNA polymerase  alpha subunit  putative
2771,Tb927.11.14570,0.212201131,4.907469695,5.544475667,LicD family  putative
2772,Tb927.3.3450,-0.141357989,8.133171781,5.541812997,ADP-ribosylation factor-like protein 3  putative
2773,Tb927.10.7610,-0.142958613,7.803116761,5.539942299,NADH-ubiquinone oxidoreductase complex I subunit  putative
2774,Tb927.10.11090,0.170678323,5.865045543,5.533446314,hypothetical protein  conserved
2775,MSTRG.881,-0.424871638,3.284120967,5.528440294,none
2776,Tb927.8.3270,0.250600542,4.162476117,5.526500768,hypothetical protein
2777,Tb927.9.1960,0.164427854,6.002293874,5.525940512,nitrilase  putative
2778,Tb927.9.2220,0.157879746,6.099323627,5.523136828,SUMO1/Ulp2  putative
2779,Tb927.11.8230,0.198381687,4.952311945,5.519140189,hypothetical protein  conserved
2780,KS17gene_4212a,0.187439358,6.079893736,5.518367388,none
2781,Tb927.11.1880,-0.248759956,4.415765472,5.51538647,histone H1
2782,KS17gene_4974a,0.297698809,3.993354584,5.513933509,none
2783,Tb927.8.3390,-0.280165493,4.777338996,5.513501175,hypothetical protein  conserved
2784,Tb927.11.14870,0.235964684,4.687327747,5.510479915,NAD+ synthase  putative
2785,Tb927.11.3220,0.181532221,5.914282302,5.509960062,metacaspase
2786,Tb927.6.5080,0.142182245,7.309963082,5.506853298,Protein of unknown function (DUF3808)  putative
2787,Tb927.1.1580,0.223623929,4.600744914,5.505998,electron transport protein SCO1/2  putative
2788,Tb927.6.310,0.247293489,4.587689891,5.504253706,receptor-type adenylate cyclase GRESAG 4  putative
2789,TRY.557,0.231526033,5.426289804,5.500253355,none
2790,Tb927.10.680,-0.196291725,4.853918085,5.496780658,Protein of unknown function (DUF971)  putative
2791,Tb927.11.2020,0.207546869,5.137951651,5.496238852,hypothetical protein  conserved
2792,Tb927.5.2490,0.207968438,5.138557811,5.494964212,hypothetical protein  conserved  frameshift
2793,KS17gene_7149a,0.311337868,4.308690415,5.494062256,none
2794,Tb11.v5.0154,-0.165224286,7.033709279,5.490899928,WD domain  G-beta repeat  putative
2795,Tb927.3.4260,-0.169614274,6.295653982,5.489894503,Acetyl-CoA hydrolase
2796,Tb927.10.310,0.152185007,7.390323161,5.487609885,pumillio/PUF RNA binding protein 3
2797,Tb927.6.3030,0.158628332,6.041764965,5.485390632,hypothetical protein  conserved
2798,Tb927.11.14610,0.249297903,5.031460526,5.479809823,procyclin-associated gene 4 (PAG4) protein  putative
2799,Tb927.11.10890,0.17480099,5.410548753,5.479159659,hypothetical protein  conserved
2800,Tb927.7.5950,0.195687818,5.007546306,5.471492518,protein associated with differentiation 3  putative
2801,Tb427.BES129.13,0.353905758,3.574810167,5.47003107,none
2802,Tb927.6.4980,-0.152487397,8.307669661,5.470070999,40S ribosomal protein S14
2803,Tb8.NT.8,0.334597348,3.641468183,5.466814231,Noncoding RNA  putative
2804,KS17gene_591a,-0.510464413,2.001550437,5.466947985,none
2805,Tb927.5.1260,-0.221694369,4.727311615,5.46625145,Sulfate transporter N-terminal domain with GLY motif/Sulfate transporter family  putative
2806,Tb927.7.6760,0.156374784,6.620731898,5.463169801,hypothetical protein  conserved
2807,KS17gene_4768a,0.475355359,2.468733313,5.45983313,none
2808,Tb927.1.60,0.161957921,7.295451756,5.459969729,RNA polymerase (pseudogene)  putative
2809,KS17gene_6023a,-0.224268404,4.906002838,5.457642319,none
2810,KS17gene_791a,0.154851133,7.167583159,5.457646136,none
2811,Tb927.11.11420,-0.175263177,5.732683463,5.454296783,hypothetical protein
2812,MSTRG.10,-0.456309612,2.329452323,5.453401367,none
2813,Tb927.5.3640,-0.275083006,3.91592705,5.451824016,Mitochondrial SSU ribosomal protein  putative
2814,Tb09.v4.0152,0.189670598,5.750139663,5.451138382,hypothetical protein
2815,Tb927.10.6610,-0.153380727,6.596931278,5.449457024,chaperone protein DnaJ  putative
2816,Tb927.10.4620,-0.249149738,4.094155162,5.446231034,peptidyl-prolyl cis-trans isomerase  putative
2817,Tb927.3.3570,-0.359344801,2.996036423,5.444581123,hypothetical protein  conserved
2818,Tb927.11.7140,0.162869899,6.28033246,5.436998655,cell cycle sequence binding phosphoprotein (RBP33)  putative
2819,KS17gene_7487a,0.24828405,4.923314598,5.427626762,none
2820,Tb927.1.4630,0.408680249,3.939955115,5.426065962,cyclin-like F-box protein 1E
2821,MSTRG.146,-0.516211407,2.822314519,5.425043924,none
2822,Tb11.v5.0757,-0.225714104,4.562429206,5.416614644,stress-inducible protein STI1-like  putative
2823,Tb927.3.2080,-0.231734737,5.138029741,5.41352529,hypothetical protein  conserved
2824,Tb927.11.11660,0.165545706,5.890207316,5.409184869,conserved protein
2825,Tb927.11.5400,0.142628975,6.92729831,5.408615006,signal recognition particle 54 kDa
2826,MSTRG.509,-0.198824079,4.997520348,5.403392167,none
2827,Tb927.10.2220,0.15720177,6.13142093,5.402387232,PIWI-like protein
2828,Tb927.4.3750,0.177136711,5.535165993,5.398415212,receptor-type adenylate cyclase GRESAG 4  putative
2829,Tb927.11.16790,-0.355075692,3.538598784,5.396893493,mitogen-activated protein kinase
2830,TRY.432,-1.738348211,-1.548726602,5.395863364,none
2831,Tb927.10.9180,-0.201807308,5.464117514,5.390074357,PRA1 family protein  putative
2832,Tb11.v5.0346,-0.305053232,3.732807324,5.390200024,BarP protein  putative
2833,Tb927.8.5410,0.179539311,6.312841344,5.390306632,hypothetical protein  conserved
2834,Tb927.5.1750,0.173188894,5.683170528,5.389067286,conserved protein  unknown function
2835,Tb927.6.2480,0.165790353,5.738943473,5.388788794,chaperone protein DnaJ  putative
2836,Tb927.11.11670,0.153211726,6.223367526,5.388178359,dolichyl-lipid chaperone  putative
2837,Tb927.10.10610,-0.165069146,7.343284089,5.385041568,protein tyrosine phosphatase  putative
2838,Tb11.v5.0209,-0.332195434,3.789063408,5.384572735,Adenylate and Guanylate cyclase catalytic domain containing protein  putative
2839,Tb927.4.1620,0.153108901,6.379137742,5.383491404,phosphatidylinositol phosphate kinase alpha
2840,Tb927.10.14990,0.14517668,7.800860748,5.383545075,intraflagellar transport protein 80
2841,Tb927.11.3630,-0.357635153,3.18648531,5.382392361,nucleobase/nucleoside transporter 8.3
2842,Tb927.3.5520,0.141641056,8.349403,5.382016454,26S proteasome regulatory non-ATPase subunit
2843,Tb927.10.14780,-0.137767205,8.059227551,5.379393515,Canertinib-binding protein kinase 1
2844,Tb927.1.800,0.535931068,2.379950067,5.376712305,hypothetical transmembrane protein
2845,KS17gene_475a,0.212448143,5.078851003,5.372364757,none
2846,Tb927.6.800,-0.285569716,4.123930127,5.369894527,receptor-type adenylate cyclase GRESAG 4  putative
2847,MSTRG.533,-0.410606981,2.296718368,5.365271952,none
2848,MSTRG.84,0.491397044,1.986384381,5.364470706,none
2849,KS17gene_3784a,0.309827587,3.525000754,5.36414669,none
2850,Tb927.4.2080,0.146160602,8.219503966,5.363105366,Coiled-coil and C2 domain-containing protein
2851,KS17gene_1679a,-0.265343702,4.196000711,5.359143061,none
2852,Tb927.2.3280,0.207317474,6.307229246,5.35928889,65 kDa invariant surface glycoprotein
2853,Tb927.4.1320,0.150454206,6.627040462,5.356773381,hypothetical protein  conserved
2854,Tb927.10.9970,0.14888052,6.917295233,5.356027705,hypothetical protein  conserved
2855,Tb927.8.710,0.186715785,8.449739637,5.354238388,RNA-binding protein  putative
2856,Tb927.8.6190,-0.242928812,4.758529379,5.353476338,BolA-like protein  putative
2857,Tb927.10.280,-0.192208161,5.392901367,5.353145713,cytochrome oxidase subunit VI
2858,Tb927.10.9810,-0.245345105,4.898977464,5.350564037,hypothetical protein  conserved
2859,Tb927.11.13420,-0.181299105,5.771916256,5.34302152,PPPDE putative peptidase domain containing protein  putative
2860,Tb927.11.6420,0.150512593,7.594723913,5.34037144,hypothetical protein  conserved
2861,TRY.210,0.181107073,5.71008966,5.339129839,none
2862,Tb927.11.10230,0.15652851,6.616101461,5.338709712,RNA polymerase-associated protein CDC73  putative
2863,Tb927.5.4900,-1.496744115,-1.307705666,5.333123207,variant surface glycoprotein  frameshift
2864,KS17gene_2363a,-0.381847915,3.260236898,5.333199719,none
2865,KS17gene_2087a,0.18322286,5.451360513,5.333308304,none
2866,Tb927.10.6370,-0.170464354,7.641124053,5.332489874,60S ribosomal proteins L37  putative
2867,Tb927.9.15730,0.907091562,0.603004546,5.327785919,variant surface glycoprotein (VSG)-related  putative
2868,Tb927.11.5390,0.204727304,5.298216086,5.324919845,mitochondrial import inner membrane translocase subunit  putative
2869,Tb927.10.6160,0.17602315,6.125178319,5.321530334,Sec34-like family  putative
2870,Tb927.3.1230,0.206841789,6.361685142,5.321012777,Dicer-like protein 2
2871,Tb927.11.2100,-0.162911019,5.810523506,5.318607001,Divergent AAA domain containing protein  putative
2872,Tb927.11.5330,-0.219319985,5.553480117,5.318390537,hypothetical protein  conserved
2873,Tb11.v5.0730,0.173050122,6.252916234,5.318190719,pumillio RNA binding protein 4  putative
2874,Tb927.6.1030,0.177772253,8.159808904,5.315796099,cysteine peptidase  Clan CA  family C1  Cathepsin L-like
2875,Tb927.5.3870,0.157808822,6.302685493,5.314095557,LSU ribosomal protein  mitochondrial  putative
2876,Tb11.v5.0182,-0.170059814,7.392785653,5.311095395,60S ribosomal protein L19  putative
2877,MSTRG.231,1.991747271,-1.760165229,5.311136768,none
2878,Tb927.11.11720,0.143588799,6.488496297,5.303663324,FG-GAP repeat protein  putative
2879,Tb927.5.2130,0.158138017,6.516607677,5.303319028,Lariat debranching enzyme  C-terminal domain containing protein  putative
2880,Tb927.8.7280,0.209424566,5.169773862,5.301306694,emp24/gp25L/p24 family/GOLD  putative
2881,Tb927.11.6260,0.155457925,6.704423601,5.299577069,hypothetical protein  conserved
2882,Tb927.7.440,0.265310889,3.84898235,5.297802971,hypothetical protein  conserved
2883,Tb927.3.570,-0.148246697,6.789039991,5.296465735,expression site-associated gene 2 (ESAG2) protein  putative
2884,Tb427.BES129.1,-0.174892972,5.521210995,5.295202018,none
2885,Tb927.10.16120,-0.179713349,7.624097245,5.292313777,inosine-5'-monophosphate dehydrogenase
2886,Tb927.11.11930,-0.223093191,5.183110931,5.292430184,SelR domain containing protein  putative
2887,Tb927.10.13100,0.165439007,6.015902891,5.287957097,Cytokinesis initiation factor 3
2888,Tb927.4.2390,-0.154170721,6.618606667,5.285731598,ATP-dependent RNA helicase  putative
2889,Tb927.2.6150,0.187740596,5.370161318,5.271074652,adenosine transporter 2
2890,KS17gene_3009a,-0.168551878,6.014569061,5.266405684,none
2891,Tb927.11.16650,-0.162630782,5.917744387,5.260518905,hypothetical protein  conserved
2892,Tb927.5.2790,0.147528066,6.78291615,5.259698091,mitochondrial DNA polymerase beta-PAK
2893,Tb927.10.9870,0.176964887,5.423552839,5.2550921,Component of motile flagella 12
2894,MSTRG.802,0.441790815,2.413137363,5.253964395,none
2895,KS17gene_6969a,0.819244175,0.258725765,5.251573886,none
2896,TRY.790,-0.142901415,6.609466934,5.249480452,none
2897,Tb927.5.400,-0.243054357,4.872463407,5.242993766,75 kDa invariant surface glycoprotein  putative
2898,KS17gene_6841a,-0.216284079,4.956459809,5.239069365,none
2899,Tb927.10.11270,-0.260018855,4.032054579,5.238626467,RNA-binding protein  putative
2900,Tb927.5.2170,-0.292179879,4.566639665,5.238406187,conserved protein
2901,Tb927.10.12030,-0.164314883,7.127905279,5.237231271,hypothetical protein  conserved
2902,KS17gene_7824a,0.333706892,3.026142448,5.231211592,none
2903,KS17gene_1030a,-0.274088373,4.478791542,5.227697121,none
2904,Tb927.10.12050,-0.223278067,4.632797992,5.227513224,LSU ribosomal protein  mitochondrial  putative
2905,Tb927.9.15510,-0.275009715,4.238025236,5.226240918,BARP protein
2906,Tb927.8.3840,0.145860558,7.525621622,5.225836094,hypothetical protein  conserved
2907,Tb927.8.6710,-0.185947399,6.838158253,5.225184851,hypothetical protein  conserved
2908,TRY.426,-0.496432683,3.14718807,5.215890614,none
2909,Tb427VSG-7565,0.258524933,4.669439048,5.214468975,none
2910,Tb927.1.330,0.277376942,4.001924651,5.213037054,retrotransposon hot spot protein (RHS  pseudogene)  putative
2911,Tb927.3.3150,0.190417069,5.217624066,5.208604343,hypothetical protein  conserved
2912,Tb927.9.14190,-0.155568135,5.706004437,5.207082467,hypothetical protein  conserved
2913,Tb927.11.160,0.255558609,4.138215761,5.207085541,hypothetical protein  conserved
2914,MSTRG.281,-0.497242022,4.230537326,5.203699304,none
2915,Tb927.11.15560,0.17205017,6.173717233,5.202444024,Nucleoporin NUP53a
2916,KS17gene_8586a,0.193869412,5.075378449,5.199150042,none
2917,KS17gene_7057a,0.304316978,3.276956735,5.197623311,none
2918,Tb927.8.6030,-0.138270443,8.191877203,5.197154709,60S ribosomal protein L12  putative
2919,TRY.663,0.153224972,5.868440593,5.196624072,none
2920,Tb927.10.13390,0.254938206,4.429541562,5.194915724,hypothetical protein  conserved
2921,KS17gene_6339a,0.22246813,5.061201669,5.193018119,none
2922,Tb927.10.13920,0.149539185,6.216051562,5.191440997,hypothetical protein  conserved
2923,KS17gene_8297a,-0.415396015,3.254381644,5.19105772,none
2924,Tb927.5.4210,-0.198227796,5.542627776,5.186044638,histone H4  putative
2925,Tb11.v5.0219,-0.194923208,5.239879725,5.18387762,methyltransferase  putative
2926,MSTRG.703,0.291915741,3.612425801,5.175329171,none
2927,MSTRG.905,0.231016931,5.040941124,5.171929092,none
2928,TRY.855,0.269282041,5.250412543,5.166041394,none
2929,Tb927.8.5810,0.174329682,5.248129016,5.164418043,mitochondrial carrier protein
2930,Tb927.11.6090,-0.345226018,3.29893893,5.162825088,tatD related deoxyribonuclease  putative
2931,MSTRG.341,-0.585141958,1.297898401,5.160394017,none
2932,Tb927.9.9320,-0.150897893,6.721299666,5.159411218,MAPK/MAK/MRK overlapping kinase  putative
2933,Tb927.11.4530,-0.183005751,5.850367135,5.15727303,N-acetyltransferase subunit ARD1
2934,KS17gene_5032a,0.428852528,2.993425804,5.153741805,none
2935,Tb927.10.7640,-0.630042502,1.944559051,5.15297133,hypothetical protein
